artist_name,music,main_genre,release date,explicit track
Calvin Harris,Slide,pop,2/24/2017,1.0
Lil Uzi Vert,20 Min,hip_hop,11/17/2017,1.0
Rag'n'Bone Man,Human,,7/21/2016,0.0
Shakira,Chantaje,pop,1/1/2016,0.0
Taylor Swift,Delicate,pop,11/10/2017,0.0
Zac Efron,Rewrite The Stars,pop,11/17/2017,0.0
Liam Payne,Strip That Down,pop,,
Lil Uzi Vert,The Way Life Goes,hip_hop,,
Billie Eilish,Bored,pop,,
Billie Eilish,bellyache,pop,,
Dennis Lloyd,Nevermind,pop,12/5/2016,0.0
Zara Larsson,Never Forget You,pop,9/10/2015,0.0
Drake,Fake Love,hip_hop,1/27/2017,1.0
G-Eazy,Him & I,pop,,
Jonas Blue,Mama,pop,5/5/2017,0.0
Niall Horan,Slow Hands,pop,5/4/2017,0.0
Luis Fonsi,Ãchame La Culpa,pop,,
Maluma,Felices los 4,pop,4/21/2017,0.0
A Boogie Wit da Hoodie,Drowning,hip_hop,,
Macklemore,Glorious,pop,,
Maggie Lindemann,Pretty Girl,hip_hop,,
Cardi B,Bodak Yellow,pop,6/16/2017,1.0
NATTI NATASHA,Criminal,pop,8/18/2017,0.0
Sam Hunt,Body Like A Back Road,world,2/1/2017,0.0
Camila Cabello,Never Be the Same,pop,12/17/2017,0.0
Piso 21,DÃ©jala Que Vuelva,pop,,
Nicky Jam,El PerdÃ³n,hip_hop,,
Ozuna,Se PreparÃ³,pop,,
Chord Overstreet,Hold On,pop,2/3/2017,0.0
LP,Lost on You,pop,3/24/2016,0.0
Luke Combs,When It Rains It Pours,world,6/2/2017,0.0
BANNERS,Someone To You,pop,6/9/2017,0.0
Playboi Carti,Magnolia,hip_hop,4/14/2017,1.0
Eminem,River,hip_hop,,
SZA,Love Galore,pop,4/27/2017,1.0
David Guetta,2U,electronic,,
Keala Settle,This Is Me,classical,10/27/2017,0.0
Deorro,Five More Hours,electronic,,
Miley Cyrus,Malibu,pop,5/11/2017,0.0
Bruno Mars,Finesse,pop,,
Ed Sheeran,Perfect Duet (Ed Sheeran & BeyoncÃ©),pop,,
P!nk,What About Us,pop,8/10/2017,0.0
Wisin,EscÃ¡pate Conmigo,hip_hop,,
Lil Peep,Save That Shit,hip_hop,,
Frank Ocean,Chanel,hip_hop,,
AminÃ©,Caroline,pop,,
Taylor Swift,...Ready For It?,pop,,
Drake,Teenage Fever,hip_hop,,
Kendrick Lamar,PRIDE.,hip_hop,,
Pinkfong,Baby Shark,other,12/1/2015,0.0
A$AP Ferg,Plain Jane,hip_hop,8/4/2017,1.0
Luke Combs,Hurricane,world,,
Chase Atlantic,Swim,rb_soul,,
Lil Baby,Freestyle,hip_hop,12/1/2017,1.0
Ed Sheeran,Supermarket Flowers,pop,,
Becky G,Mayores,pop,7/14/2017,0.0
Enrique Iglesias,SUBEME LA RADIO,pop,,
Khalid,8TEEN,pop,,
Big Sean,Bounce Back,hip_hop,10/31/2016,1.0
Carlos Vives,La Bicicleta,pop,5/27/2016,0.0
Manuel Turizo,Una Lady Como TÃº,pop,,
Anitta,Downtown,pop,11/19/2017,0.0
Avicii,Lonely Together,pop,,
Kodak Black,Roll in Peace,hip_hop,,
Ed Sheeran,Dive,pop,,
Kendrick Lamar,LOYALTY. FEAT. RIHANNA.,hip_hop,4/14/2017,1.0
Taylor Swift,Getaway Car,pop,,
Justin Bieber,Friends,pop,,
Carlos Vives,Robarte un Beso,pop,7/28/2017,0.0
Billie Eilish,watch,pop,,
Rex Orange County,Best Friend,pop,,
Cheat Codes,No Promises,electronic,,
SZA,Broken Clocks,pop,,
Chris Jedi,Ahora Dice,world,3/17/2017,0.0
The Vamps,All Night,pop,,
Kodak Black,Tunnel Vision,hip_hop,2/17/2017,1.0
G-Eazy,No Limit,pop,9/7/2017,1.0
James Arthur,Naked,pop,,
SYML,Where's My Love,pop,,
Richy Mitch & The Coal Miners,Evergreen,rock,,
Clean Bandit,I Miss You,pop,,
Lil Pump,Gucci Gang,hip_hop,8/31/2017,1.0
Halsey,Bad At Love,pop,6/2/2017,0.0
BTS,DNA,pop,9/18/2017,0.0
Rita Ora,Your Song,pop,,
Tom Walker,Leave a Light On,indie,10/13/2017,0.0
blackbear,do re mi,hip_hop,3/18/2017,1.0
Hailee Steinfeld,Most Girls,pop,,
J Balvin,Bonita,world,,
Christian Nodal,AdiÃ³s Amor,world,,
Taylor Swift,Gorgeous,pop,,
BLACKPINK,As If It's Your Last,pop,6/22/2017,0.0
League of Legends,Legends Never Die,other,9/15/2017,0.0
Martin Garrix,There for You,electronic,,
Lil Xan,Betrayed,hip_hop,,
Morat,Besos En Guerra,pop,11/3/2017,0.0
Migos,Slippery,hip_hop,,
Miguel,Sky Walker,rb_soul,,
Lorde,Green Light,pop,,
Harry Styles,Sweet Creature,pop,,
Kygo,Remind Me to Forget,electronic,,
XXXTENTACION,I Don't Wanna Do This Anymore,hip_hop,,
Danny Ocean,Dembow,pop,12/8/2017,0.0
Nicky Jam,El Amante,hip_hop,1/1/2017,0.0
Drake,Portland,hip_hop,,
Lil Skies,Lust,hip_hop,,
JP Cooper,September Song,pop,,
Famous Dex,PICK IT UP,hip_hop,,
Louis Tomlinson,Back to You,pop,,
Ozuna,Dile Que Tu Me Quieres,pop,,
Rex Orange County,Sunflower,pop,,
Nicky Jam,Hasta el Amanecer,hip_hop,1/15/2016,0.0
Brett Young,In Case You Didn't Know,world,1/1/2016,0.0
Joji,worldstar money (interlude),pop,,
Sean Paul,Get Busy,pop,,
Gucci Mane,I Get the Bag,hip_hop,,
Mac DeMarco,For the First Time,electronic,,
XXXTENTACION,Carry On,hip_hop,,
Bishop Briggs,River,rock,1/22/2016,0.0
Ozuna,SÃ­guelo Bailando,pop,,
SZA,The Weekend,pop,6/9/2017,1.0
Alan Walker,All Falls Down,electronic,,
Kygo,Stargazing,electronic,,
Ozuna,El Farsante,pop,,
Harry Styles,Kiwi,pop,,
Selena Gomez,Fetish,pop,,
Daddy Yankee,La Rompe Corazones,hip_hop,1/13/2017,0.0
The Living Tombstone,My Ordinary Life,electronic,11/23/2017,0.0
Billie Eilish,my boy,pop,,
Playboi Carti,wokeuplikethis*,hip_hop,,
Rita Ora,Anywhere,pop,,
Wolfine,Bella,pop,,
Camila Cabello,Crying in the Club,pop,,
Chase Atlantic,Into It,rb_soul,,
Ramz,Barking,hip_hop,12/1/2017,0.0
Billie Eilish,COPYCAT,pop,,
Pablo AlborÃ¡n,Saturno,pop,,
Ozuna,TÃº Foto,pop,,
Taylor Swift,End Game,pop,,
Rex Orange County,Loving Is Easy,pop,,
Selena Gomez,Bad Liar,pop,,
Lil Skies,Nowadays,hip_hop,,
BTS,Spring Day,pop,,
Loren Allred,Never Enough,pop,,
Sufjan Stevens,Mystery of Love (From the Original Motion Picture âCall Me by Your Nameâ),pop,,
Kesha,Praying,pop,,
JhenÃ© Aiko,Sativa,rb_soul,,
Banda MS de Sergio LizÃ¡rraga,El Color de Tus Ojos,world,,
Niall Horan,Too Much To Ask,pop,,
Kane Brown,Heaven,hip_hop,10/6/2017,0.0
Nacho,BÃ¡ilame,hip_hop,,
Tinlicker,Because You Move Me,electronic,,
Ayo & Teo,Rolex,hip_hop,3/15/2017,0.0
Ayo & Teo,Rolex,hip_hop,1/13/2017,0.0
2 Chainz,It's A Vibe,hip_hop,,
Daddy Yankee,Vuelve,hip_hop,,
Billie Eilish,hostage,pop,,
Joey Bada$$,Love Is Only a Feeling,hip_hop,,
Zara Larsson,Ain't My Fault,pop,,
Migos,T-Shirt,hip_hop,1/13/2017,1.0
Tyler Childers,Feathered Indians,indie,,
Trippie Redd,Dark Knight Dummo,hip_hop,,
Halsey,Now Or Never,pop,,
Drake,Do Not Disturb,hip_hop,,
Clairo,Pretty Girl,pop,,
Kygo,First Time,electronic,,
Still Woozy,Goodie Bag,pop,,
Young Thug,Relationship,hip_hop,,
Khalid,Saved,pop,,
Shouse,Love Tonight (Edit),electronic,,
Taylor Swift,I Did Something Bad,pop,,
Kendrick Lamar,ELEMENT.,hip_hop,,
XXXTENTACION,YuNg BrAtZ,hip_hop,5/16/2017,1.0
mgk,Home,,,
Lil Skies,Red Roses,hip_hop,,
Paramore,Hard Times,pop,,
J Balvin,Si Tu Novio Te Deja Sola,world,3/3/2017,1.0
Major Lazer,Know No Better,pop,,
Shakira,Perro Fiel,pop,,
Alan Walker,The Spectre,electronic,9/15/2017,0.0
Macklemore,Good Old Days,pop,,
Lorde,Liability,pop,,
Future,Solo,hip_hop,,
Tee Grizzley,First Day Out,hip_hop,,
Jack Stauber,Buttercup,indie,,
Kodak Black,Transportin',hip_hop,,
Playboi Carti,Location,hip_hop,,
Halsey,Sorry,pop,,
Luke Combs,One Number Away,world,,
Clairo,Flaming Hot Cheetos,pop,,
Taylor Swift,Call It What You Want,pop,,
Elton John,Hold Me Closer,pop,11/10/2017,0.0
Robin Schulz,OK,electronic,,
Cardi B,Bartier Cardi,pop,,
MC Fioti,Bum Bum Tam Tam,hip_hop,,
Alfredo Olivas,El Paciente,world,,
Christian Nodal,Probablemente,world,,
K.Flay,High Enough,hip_hop,,
Trippie Redd,Love Scars,hip_hop,5/14/2017,1.0
Matt Maltese,As the World Caves In,indie,,
Alex Sensation,Que Va,world,8/4/2017,0.0
Mon Laferte,Mi Buen Amor,rock,,
Chris Stapleton,Broken Halos,world,,
NAV,Some Way,hip_hop,,
Phoebe Bridgers,Motion Sickness,pop,,
Ed Sheeran,What Do I Know?,pop,,
G-Eazy,Good Life,pop,,
Shakira,Me EnamorÃ©,pop,,
Halsey,Walls Could Talk,pop,,
Linkin Park,One More Light,metal,,
21 Savage,Ghostface Killers,hip_hop,,
Bruno Major,Easily,pop,,
Calvin Harris,Rollin,pop,,
KAROL G,A Ella,world,5/5/2017,0.0
Two Feet,Love Is a Bitch,pop,,
Lil Peep,Benz Truck (Ð³ÐµÐ»Ð¸Ðº),hip_hop,,
Drake,Signs,hip_hop,,
Axwell /\ Ingrosso,Sun Is Shining,electronic,,
Martin Garrix,So Far Away,electronic,,
Mon Laferte,AmÃ¡rrame,rock,,
Jaden,Icon,pop,,
Alina Baraz,Electric,pop,,
Drake,Gyalchester,hip_hop,,
XXXTENTACION,Depression & Obsession,hip_hop,,
Alice Merton,No Roots,,,
Lady Gaga,The Cure,pop,,
Joji,Will He,pop,,
Tee Grizzley,From The D To The A,hip_hop,,
CamelPhat,Cola,electronic,,
Ed Sheeran,How Would You Feel (Paean),pop,,
Tay-K,The Race,hip_hop,,
Jason Derulo,Tip Toe,pop,,
"Tyler, The Creator",911 / Mr. Lonely,hip_hop,,
Freya Ridings,Lost Without You,pop,,
Yo Gotti,Rake It Up,hip_hop,6/23/2017,1.0
Ella Mai,Boo'd Up,rb_soul,10/12/2018,0.0
NAV,Myself,hip_hop,,
Pitbull,Hey Ma,pop,,
Sigala,Came Here for Love,pop,,
Rex Orange County,Television / So Far So Good,pop,,
Jory Boy,No Te Hagas,world,,
Lana Del Rey,Lust For Life,pop,,
BTS,Go Go,pop,,
Alejandro FernÃ¡ndez,SÃ© Que Te Duele,pop,,
Sam Tinnesz,Play with Fire,hip_hop,,
Prince Royce,Deja vu,world,,
Jesse & Joy,3 A.M.,pop,,
Foster The People,Sit Next to Me,electronic,,
Joey Montana,Suena El Dembow,pop,,
Thomas Rhett,Marry Me,world,,
Lee Brice,Rumor,world,,
Lil Peep,witchblades,hip_hop,,
Noah Cyrus,Again,hip_hop,,
BTS,Pied Piper,pop,,
XXXTENTACION,RIP Roach,hip_hop,,
Joey Bada$$,DEVASTATED,hip_hop,,
Tyler Childers,Lady May,indie,,
Nicky Jam,Si TÃº La Ves,hip_hop,,
Linkin Park,Heavy,metal,,
Harry Styles,From the Dining Table,pop,,
BTS,Fire,pop,,
Lil Uzi Vert,Sauce It Up,hip_hop,,
BTS,Dimple,pop,,
Cuco,Lo Que Siento,pop,,
Ozuna,Quiero Repetir,pop,,
KAROL G,Ahora Me Llama,world,5/26/2017,1.0
Taylor Swift,Dress,pop,,
Bryce Vine,Drew Barrymore,pop,,
SZA,Drew Barrymore,pop,,
Ghostemane,Mercury: Retrograde,hip_hop,9/5/2017,1.0
Bad Bunny,Pa Ti,world,,
Rag'n'Bone Man,Skin,,,
NAV,Wanted You,hip_hop,,
YBN Nahmir,Rubbin off the Paint,hip_hop,,
Wisin,Vacaciones,hip_hop,,
Dustin Lynch,Small Town Boy,world,2/17/2017,0.0
Demi Lovato,Tell Me You Love Me,pop,,
Bad Bunny,Me Mata,world,,
Manuel Turizo,EsperÃ¡ndote,pop,,
lovelytheband,broken,rock,,
Jax Jones,Breathe,pop,,
Chris Brown,Questions,rb_soul,,
Lana Del Rey,Love,pop,,
Sean Paul,Baby Boy,pop,,
Harry Styles,Two Ghosts,pop,,
1Kilo,Deixe Me Ir,pop,,
Melendi,Destino o casualidad,pop,,
Kodak Black,Codeine Dreaming,hip_hop,,
Ed Sheeran,New Man,pop,,
Lil Peep,Awful Things,hip_hop,,
BTS,Save Me,pop,,
YNW Melly,772 Love,hip_hop,,
Thomas Rhett,Unforgettable,world,,
OneRepublic,Rich Love,pop,,
Jordan Davis,Singles You Up,world,,
$uicideboy$,For the Last Time,hip_hop,9/5/2017,1.0
Anne-Marie,Ciao Adios,pop,,
A$AP Ferg,Plain Jane REMIX,hip_hop,,
Chase Rice,Eyes On You,world,,
Super Yei,Lean,world,,
Unlike Pluto,Everything Black,pop,,
HRVY,Personal,pop,11/30/2017,0.0
"Tyler, The Creator",Boredom,hip_hop,,
Tom Walker,Just You and I,indie,,
Melim,Meu Abrigo,world,,
Snakehips,Don't Leave,pop,,
Young Nudy,EA,hip_hop,,
Skrillex,HUMBLE.,electronic,,
6ix9ine,GUMMO,hip_hop,,
Ed Sheeran,Barcelona,pop,,
Khalid,American Teen,pop,,
Zara Larsson,I Can't Fall in Love Without You,pop,,
XXXTENTACION,Save Me,hip_hop,,
The Score,Unstoppable,rock,,
Imagine Dragons,Next To Me,rock,,
Jax Jones,Instruction,pop,,
Lorde,Homemade Dynamite,pop,,
Lana Del Rey,Cherry,pop,,
Phoebe Bridgers,Scott Street,pop,,
Brytiago,Netflixxx,world,,
Big Shaq,Man's Not Hot,hip_hop,,
Yandel,ExplÃ­cale,hip_hop,,
Chase Atlantic,Consume,rb_soul,,
SZA,Normal Girl,pop,,
Gunna,Drip or Drown,,,
$uicideboy$,2nd Hand,hip_hop,,
JhenÃ© Aiko,While We're Young,rb_soul,,
Drake,Get It Together,hip_hop,,
Sam Smith,Pray,pop,,
Hollow Coves,Coastline,indie,,
ZAYN,Still Got Time,pop,,
Lorde,Supercut,pop,,
BTS,Not Today,pop,,
Sia,Helium,pop,,
KHEA,Loca,hip_hop,,
Sebastian Yatra,SUTRA,pop,,
Chris Brown,Party,rb_soul,,
Lil Uzi Vert,Neon Guts,hip_hop,,
Ed Sheeran,Nancy Mulligan,pop,,
Michael Kiwanuka,Cold Little Heart,pop,,
Alfredo Olivas,En Definitiva,world,,
Tate McRae,One Day,pop,,
Russell Dickerson,Yours,world,,
DJ Snake,A Different Way,pop,,
Ben&Ben,Kathang Isip,pop,,
Harry Styles,Girl Crush,pop,,
Meek Mill,That's My N****,hip_hop,,
SZA,Supermodel,pop,,
BTS,Best Of Me,pop,,
Taylor Swift,King Of My Heart,pop,,
2 Chainz,4 AM,hip_hop,,
Lost Sky,Fearless Pt. II,electronic,,
Carla Morrison,Te Regalo,world,,
Imagine Dragons,Walking The Wire,rock,,
Amenazzy,Solo,hip_hop,,
Camila Cabello,Havana,pop,,
SZA,Garden (Say It Like Dat),pop,,
Zara Larsson,I Would Like,pop,,
Ed Sheeran,Hearts Don't Break Around Here,pop,,
Billie Eilish,party favor,pop,,
Ariana Grande,Beauty and the Beast,pop,,
Gryffin,Feel Good,electronic,,
Kendrick Lamar,XXX. FEAT. U2.,hip_hop,,
The Score,Legend,rock,,
LANY,Super Far,pop,,
BICEP,Glue,rb_soul,,
Axwell /\ Ingrosso,Dreamer,electronic,,
Lorde,Perfect Places,pop,,
Logic,Everybody,hip_hop,,
Alan Walker,Tired,electronic,,
Lost Frequencies,Crazy,electronic,,
Bea Miller,like that,hip_hop,,
Kendrick Lamar,DUCKWORTH.,hip_hop,,
Farruko,Krippy Kush,world,8/4/2017,1.0
Old Dominion,Written in the Sand,world,,
ArcÃ¡ngel,Me Acostumbre,hip_hop,,
Future,Selfish,hip_hop,,
Bad Bunny,Chambea,world,,
Lil Uzi Vert,Dark Queen,hip_hop,,
RÅ®DE,Eternal Youth,,,
Taylor Swift,Dancing With Our Hands Tied,pop,,
Piso 21,BesÃ¡ndote,pop,,
Virlan Garcia,En Donde Esta Tu Amor,world,,
Jordan Davis,Take It From Me,world,,
John Mayer,You're Gonna Live Forever in Me,rock,,
Big Sean,Moves,hip_hop,,
Yoke Lore,Beige,pop,,
Gigolo Y La Exce,Sexto Sentido,world,,
Melim,Ouvi Dizer,world,,
El Bebeto,Seremos,world,,
Abraham Mateo,Loco Enamorado,pop,,
Sean Paul,I'm Still in Love with You,pop,,
BROCKHAMPTON,BLEACH,pop,,
AJR,Sober Up,,,
Theory of a Deadman,Rx (Medicate),metal,,
BOL4,Some,pop,,
Mario Bautista,Baby Girl,pop,,
Rex Orange County,Happiness,pop,,
Phantogram,Black Out Days,electronic,,
Gorillaz,She's My Collar,hip_hop,,
"Tyler, The Creator",Who Dat Boy,hip_hop,,
Bausa,Was du Liebe nennst,hip_hop,,
Drake,Blem,hip_hop,,
Cashmere Cat,Quit,electronic,,
Dua Lipa,Homesick,pop,,
Miguel,Come Through and Chill,rb_soul,,
Maggie Rogers,Alaska,pop,,
Hillsong Worship,What A Beautiful Name,other,,
Skrillex,Would You Ever,electronic,,
Khalid,Another Sad Love Song,pop,,
Lifehouse,Hanging By A Moment,rock,,
Madison Beer,Dead,pop,,
Ed Sheeran,Save Myself,pop,,
Kehlani,Honey,pop,,
Russell Dickerson,Blue Tacoma,world,,
Chris Brown,Pills & Automobiles,rb_soul,,
Arijit Singh,"Humdard (From ""Ek Villain"")",world,,
Chris Stapleton,Millionaire,world,,
BTS,MIC Drop,pop,,
Alok,Never Let Me Go,electronic,,
Dirty Heads,Vacation,world,8/11/2017,1.0
Lil Peep,Better Off (Dying),hip_hop,,
Brett Young,Mercy,world,,
Billie Eilish,&burn,pop,,
Harry Styles,Meet Me in the Hallway,pop,,
Thomas Rhett,Craving You,world,,
Camila Cabello,Real Friends,pop,,
Gwen Stefani,You Make It Feel Like Christmas,pop,,
Taylor Swift,This Is Why We Can't Have Nice Things,pop,,
Harry Styles,Woman,pop,,
La Arrolladora Banda El LimÃ³n De Rene Camacho,Entre Beso Y Beso,world,,
Migos,Get Right Witcha,hip_hop,,
Jack Stauber,Oh Klahoma,indie,,
PNAU,Changes,electronic,,
Cody Fry,I Hear a Symphony,indie,,
Kenshi Yonezu,ãã¼ã¹ãµã¤ã³,rock,,
Absofacto,Dissolve,rock,,
Damso,Î. Macarena,hip_hop,,
Ed Sheeran,Bibia Be Ye Ye,pop,,
Angus & Julia Stone,Chateau,indie,,
Yandel,Como Antes,hip_hop,,
Camila Cabello,OMG,pop,,
Atitude 67,Cerveja De Garrafa (FumaÃ§a Que Eu FaÃ§o),world,,
Mac DeMarco,Moonlight on the River,electronic,,
Banda MS de Sergio LizÃ¡rraga,Tu Postura,world,,
Sebastian Yatra,Alguien Robo,pop,,
Frank Ocean,Biking,hip_hop,,
Mac DeMarco,Still Beating,electronic,,
Grupo Arranke,A TravÃ©s del Vaso,world,,
Lil Peep,U Said,hip_hop,,
Dylan Scott,My Girl,world,,
Greeicy,Amantes,pop,,
Jordan Davis,Slow Dance In A Parking Lot,world,,
Fifth Harmony,Down,pop,,
"Tyler, The Creator",Glitter,hip_hop,,
MK,17,pop,,
SZA,Doves In The Wind,pop,,
Vishal-Shekhar,"Dil Diyan Gallan (From ""Tiger Zinda Hai"")",world,,
Lil Peep,The Brightside,hip_hop,,
Bad Bunny,Tu No Metes Cabra,world,,
Khalid,Shot Down,pop,,
Joey Bada$$,TEMPTATION,hip_hop,,
Chris Brown,Privacy,rb_soul,,
ANAVITÃRIA,Fica,world,,
Chris Brown,Grass Ain't Greener,rb_soul,,
Welshly Arms,Legendary,rock,,
Juan MagÃ¡n,DÃ©jate Llevar,hip_hop,,
Daya,New,hip_hop,,
J Hus,Did You See,hip_hop,,
Cheat Codes,Feels Great,electronic,,
Lil Pump,Boss,hip_hop,,
Harry Styles,Carolina,pop,,
Trippie Redd,Poles 1469,hip_hop,,
Masego,Navajo,rb_soul,,
Red Velvet,Peek-A-Boo,pop,,
Smokepurpp,Audi.,hip_hop,,
Bryson Tiller,Run Me Dry,hip_hop,,
Ski Mask The Slump God,BabyWipe,hip_hop,,
San Holo,Light,electronic,,
OneRepublic,No Vacancy,pop,,
Train,Play That Song,pop,,
"Tyler, The Creator",Where This Flower Blooms,hip_hop,,
Jorja Smith,On My Mind (Jorja Smith X Preditah),rb_soul,,
LANY,13,pop,,
Kendrick Lamar,YAH.,hip_hop,,
Kendrick Lamar,FEEL.,hip_hop,,
Maren Morris,My Church,world,,
Gustavo Mioto,Anti Amor,world,,
Major Lazer,Sua Cara,pop,,
Yuridia,Amigos No por Favor (Primera Fila),pop,,
SEVENTEEN,Don't Wanna Cry,pop,,
Ofenbach,Katchi,pop,,
Ben&Ben,Maybe The Night,pop,,
Big Sean,Jump Out The Window,hip_hop,,
Timmies,Tell Me Why I'm Waiting,rb_soul,,
P!nk,Beautiful Trauma,pop,,
Vitor Kley,O Sol,,,
Lil Peep,your favorite dress,hip_hop,,
The Chainsmokers,The One,pop,,
TWICE,Likey,pop,,
Drake,Free Smoke,hip_hop,,
Ed Sheeran,Eraser,pop,,
SL,Tropical,hip_hop,,
YFN Lucci,Everyday We Lit,hip_hop,,
H.E.R.,Every Kind Of Way,rb_soul,,
Prince Royce,La Carretera,world,,
Zedd,Get Low,electronic,,
AminÃ©,Spice Girl,pop,,
blackbear,I miss the old u,hip_hop,,
Pritam,Hawayein,world,,
Rich Brian,Gospel,hip_hop,,
SUNMI,Gashina,,,
Harry Styles,Only Angel,pop,,
Bad Bunny,Soy Peor,world,12/8/2016,1.0
Taylor Swift,New Yearâs Day,pop,,
Imagine Dragons,Rise Up,rock,,
Pav Dharia,Na Ja,pop,,
Morat,Amor Con Hielo,pop,,
DeJ Loaf,No Fear,hip_hop,,
Ed Sheeran,Perfect Symphony (Ed Sheeran & Andrea Bocelli),pop,,
Brett Young,Like I Loved You,world,,
MatuÃª,Anos Luz,rb_soul,,
50 Cent,Baby By Me,hip_hop,,
Josh Turner,Hometown Girl,world,,
Maren Morris,I Could Use a Love Song,world,,
Josh A,Suicidal Thoughts,hip_hop,,
Michael Schulte,Falling Apart,pop,,
Paulo Londra,Me Tiene Mal,hip_hop,,
Bebe Rexha,Bad Bitch,pop,,
Micro TDH,CafunÃ©,hip_hop,,
MC Fioti,Joga O Bum Bum Tam Tam,hip_hop,,
Kendrick Lamar,FEAR.,hip_hop,,
SZA,20 Something,pop,,
A.R. Rahman,Enna Sona,world,,
Bryant Myers,Un Ratito Mas,world,,
Linked Horizon,å¿èãæ§ããã!,rock,,
Migos,Danger,hip_hop,,
Martin Solveig,All Stars,electronic,,
Billie Eilish,Ocean Eyes,pop,,
Jessie Reyez,FIGURES,rb_soul,,
JAEHYUN,Try Again,,,
Cornelio Vega y su Dinastia,No Me Hubiera Enamorado,world,,
TheFatRat,Fly Away,other,,
A$AP Mob,RAF,hip_hop,,
Sebastian Yatra,DevuÃ©lveme El CorazÃ³n,pop,,
Lil Skies,Welcome to the Rodeo,hip_hop,,
Felipe PelÃ¡ez,Vivo Pensando En Ti,pop,,
Kendrick Lamar,LUST.,hip_hop,,
RÃ­o Roma,Caminar de Tu Mano,pop,,
Russ,Ride Slow,,,
Future,Comin Out Strong,hip_hop,,
Kodak Black,Patty Cake,hip_hop,,
Taylor Swift,So It Goes...,pop,,
6ix9ine,KOODA,hip_hop,,
Brennan Savage,Look at Me Now,hip_hop,,
Maite Perroni,Loca,pop,,
El Fantasma,En El Camino,world,,
Pouya,1000 Rounds,hip_hop,,
James TW,Please Keep Loving Me,pop,,
Neck Deep,Wish You Were Here,pop,,
Russ,Cherry Hill,,,
Papa Roach,Help,metal,,
Bea Miller,S.L.U.T.,hip_hop,,
The Killers,The Man,rock,,
Migos,Kelly Price,hip_hop,,
Daniel Caesar,Hold Me Down,rb_soul,,
Tyler Childers,Whitehouse Road,indie,,
NAV,Up,hip_hop,,
Daniel Caesar,We Find Love,rb_soul,,
Joji,Demons,pop,,
Harry Styles,Ever Since New York,pop,,
21 Savage,Rap Saved Me,hip_hop,,
Christian Nodal,Te FallÃ©,world,,
Drake,KMT,hip_hop,,
NAV,Call Me,hip_hop,,
Hillsong UNITED,So Will I (100 Billion X),other,,
Superfruit,GUY.exe,,,
Klingande,Pumped Up,electronic,,
EXO,Ko Ko Bop,,,
XXXTENTACION,Orlando,hip_hop,,
Charli xcx,Boys,pop,7/26/2017,0.0
Ben&Ben,Leaves,pop,,
AminÃ©,Heebiejeebies,pop,,
MadeinTYO,Skateboard P,hip_hop,,
Cashmere Cat,Trust Nobody,electronic,,
Mc Livinho,Fazer Falta,hip_hop,,
Cali Y El Dandee,Lumbra,pop,,
Bebe Rexha,The Way I Are (Dance with Somebody) [feat. Lil Wayne],pop,,
Red Velvet,Red Flavor,pop,,
Felix Jaehn,Hot2Touch,electronic,,
Lana Del Rey,White Mustang,pop,,
Mac DeMarco,Watching Him Fade Away,electronic,,
blackbear,chateau,hip_hop,,
Ha*Ash,100 AÃ±os,pop,,
Ruth B.,If By Chance,hip_hop,,
Eminem,Walk On Water,hip_hop,,
DNCE,Kissing Strangers,pop,,
Coez,La musica non c'Ã¨,pop,,
Wiz Khalifa,Something New,hip_hop,,
Mac Ayres,Easy,rb_soul,,
Lenin RamÃ­rez,Recordando a Manuel,world,,
Trey Songz,Nobody Else but You,pop,,
Thomas Rhett,Life Changes,world,,
Danny Ocean,Vuelve,pop,,
Huncho Jack,Saint,hip_hop,,
Walker Hayes,You Broke Up with Me,world,,
Nick Jonas,Find You,pop,,
Wallows,Pleaser,indie,,
Daniel Caesar,Loose,rb_soul,,
Jeremy Zucker,talk is overrated,hip_hop,,
Dimitri Vegas & Like Mike,Complicated,electronic,,
David Guetta,Dirty Sexy Money,electronic,,
Little Big Town,Better Man,world,,
Boyce Avenue,Photograph,pop,,
Ozuna,Te Vas,pop,,
Liam Payne,Bedroom Floor,pop,,
Drake,4422,hip_hop,,
Russell Dickerson,Every Little Thing,world,,
Marcos Menchaca,Viernes 13,pop,,
The Script,Rain,rock,,
EXO,The Eve,,,
21 Savage,My Choppa Hate Niggas,hip_hop,,
Silvestre Dangond,CÃ¡sate Conmigo,pop,,
Beret,OjalÃ¡,hip_hop,,
CARYS,Princesses Don't Cry,pop,,
N.E.R.D,Lemon,hip_hop,,
Macklemore,Marmalade,pop,,
Gerardo Ortiz,Para QuÃ© Lastimarme,world,,
Maluma,GPS,pop,,
Ty Dolla $ign,Love U Better,hip_hop,,
Gusttavo Lima,Apelido Carinhoso,world,,
XXXTENTACION,A GHETTO CHRISTMAS CAROL,hip_hop,,
Pascal Letoublon,Friendships,,,
C. Tangana,Mala Mujer,world,,
Young Nudy,Hell Shell,hip_hop,,
Natalia Lafourcade,TÃº SÃ­ Sabes Quererme,world,,
NIKI,I Like U,rb_soul,,
Brett Young,Sleep Without You,world,,
Baby Rasta,Me Niegas,world,,
Joseph Vincent,Can't Take My Eyes Off You,pop,,
beabadoobee,Coffee,pop,,
RÃ­o Roma,TodavÃ­a No Te Olvido,pop,,
Kalash,Mwaka Moon,hip_hop,,
